,1_1_1,1_1_2,1_1_3,1_2_1,1_2_2,1_2_3,1_3_1,1_3_2,1_3_3,1_4_1,1_4_2,1_4_3,1_5_1,1_5_2,1_5_3,1_6_1,1_6_2,1_6_3,1_7_1,1_7_2,1_7_3,1_8_1,1_8_2,1_8_3
STP3_78_141,281,243,1866,1804,168,1299,752,86,354,0,190,1413,0,1,1,0,0,389,1,0,1,0,0,1
STP3_89_152,354,0,0,0,0,12,0,0,0,7,299,1101,654,356,877,275,788,508,0,0,0,0,0,0
STP3_100_163,174,302,633,162,364,1,218,0,191,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0
STP3_111_174,0,0,0,0,0,0,30,260,0,0,0,0,607,0,0,215,190,409,0,0,0,0,0,1
STP3_122_185,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0
STP3_133_196,0,0,0,0,35,0,0,19,799,339,583,1149,0,0,852,0,0,0,0,0,0,0,1,1
STP3_144_207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,0,252,418,0,0,1,0,0,1029
STP3_155_218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1068,819,0,278,0,0,0,0,0,1
STP3_166_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP3_177_240,0,0,0,0,0,0,0,0,112,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0
STP3_188_251,1,0,159,371,8,117,138,0,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
STP3_199_262,0,0,0,0,4,776,152,234,61,12,26,1070,0,586,281,0,640,595,0,0,2,0,0,0
STP3_210_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP3_221_284,99,68,0,218,0,287,1,31,243,5,6,282,59,507,92,0,0,0,0,0,0,0,0,0
STP3_232_295,0,1,0,0,0,0,0,0,0,186,189,0,0,0,121,325,0,0,1,0,0,0,0,0
STP3_243_306,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP3_254_317,0,3,0,34,19,172,0,257,0,0,158,8,4,81,91,0,0,0,0,0,0,0,1,0
STP3_265_328,0,35,0,0,0,0,134,77,0,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0
STP3_276_339,0,0,184,0,0,0,876,0,0,21,0,0,0,0,0,0,0,109,30,0,25,0,0,0
STP3_280_343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP4_1_64,332,14,262,70,174,413,716,144,286,6,77,298,242,220,0,1,0,2,0,0,0,0,0,0
STP4_12_75,282,41,152,85,80,546,1,356,1376,114,607,1399,506,615,3459,772,741,123,2,0,0,0,0,0
STP4_23_86,0,97,1116,713,251,2296,729,1179,1311,242,62,1648,155,1333,722,605,781,716,0,44,1,0,1,0
STP4_34_97,222,89,617,272,102,933,911,871,882,146,411,479,94,132,157,0,0,3,0,0,0,0,1,0
STP4_45_108,0,76,0,460,0,672,226,0,347,43,241,44,613,360,522,0,0,290,0,0,0,0,574,0
STP4_56_119,101,84,0,431,87,584,792,191,135,66,368,831,133,593,270,0,175,1254,0,0,0,0,1,0
STP4_67_130,225,0,476,0,0,0,0,0,1,0,0,1135,0,62,0,0,30,25,1426,0,1,0,0,0
STP4_78_141,0,0,0,0,30,16,306,10,300,46,0,580,610,404,144,0,1648,87,0,1,0,1,0,0
STP4_89_152,0,0,0,0,0,0,0,14,0,0,1,0,289,0,853,0,0,0,0,59,0,0,0,0
STP4_100_163,0,61,0,0,0,0,699,193,0,24,513,699,176,130,0,0,0,216,0,0,0,2,0,0
STP4_111_174,0,0,0,0,0,1,3,0,0,0,0,0,0,0,332,350,1,1406,1641,0,2348,0,0,0
STP4_122_185,0,0,0,171,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP4_133_196,0,82,0,0,223,0,365,1,0,167,578,192,0,52,0,47,133,1,0,0,0,0,0,0
STP4_144_207,0,0,0,0,0,0,26,113,0,0,0,0,0,246,0,0,0,466,0,0,0,0,0,0
STP4_155_218,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
STP4_166_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1033,0,0,0,1,0,0,0
STP4_177_240,287,19,0,341,0,0,2,446,837,58,0,1207,0,257,0,0,0,0,0,1,0,0,0,0
STP4_188_251,331,13,193,262,63,1643,152,375,437,0,0,0,21,0,0,0,0,1,0,0,1,1,0,0
STP4_199_262,429,38,306,585,46,90,540,0,0,18,0,0,0,0,0,0,0,117,239,0,0,0,0,0
STP4_210_273,0,0,1,439,0,24,657,117,746,28,7,916,482,593,148,204,0,1,0,1,1,11,1,0
STP4_221_284,0,0,0,178,0,0,288,213,0,0,18,0,0,0,54,650,0,1,0,0,0,0,0,0
STP4_232_295,1890,168,1686,334,231,1438,430,1,83,0,63,0,0,0,0,2,1,2,1,0,0,0,0,0
STP4_243_306,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,147,0,0,0,552,0,0,0,0
STP4_254_317,39,77,190,19,52,0,114,531,0,112,299,868,343,3,301,430,362,455,0,0,1,2,0,0
STP4_265_328,60,32,560,963,59,600,694,412,837,104,194,283,245,741,396,0,365,0,0,0,0,0,0,1
STP4_276_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP4_287_350,0,0,0,0,0,1206,0,0,0,0,650,0,0,0,0,0,60,0,0,0,122,0,0,0
STP4_298_361,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
STP4_309_372,0,0,0,0,55,0,358,0,0,0,0,0,0,216,0,1155,0,1,0,0,0,0,0,0
STP4_320_383,383,0,0,0,0,0,0,0,0,0,0,236,74,0,0,0,411,0,0,0,0,0,0,0
STP4_331_394,1330,0,148,1110,180,294,444,139,502,50,108,785,97,0,61,41,5,1122,0,0,0,1,0,0
STP4_342_405,0,0,280,177,0,154,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP4_353_416,0,0,0,44,60,0,271,69,20,49,253,402,104,0,0,379,0,347,0,0,0,0,0,0
STP4_364_427,211,24,73,289,130,178,23,0,0,0,43,289,0,0,0,0,0,0,0,0,0,0,0,0
STP4_375_438,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,3,0,0,0
STP4_386_449,0,0,0,173,0,0,193,0,1,4,398,0,0,262,875,410,790,643,710,0,1358,1,0,0
STP4_397_460,0,31,267,100,102,0,86,47,11,25,0,0,0,0,2,0,0,1,0,0,0,0,0,0
STP4_408_471,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,719,2022,3353,0,0,4005,1,0
STP4_419_482,91,0,1,0,57,339,0,334,679,21,165,518,331,0,290,0,0,0,0,0,0,0,0,1
STP4_427_490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_1_64,0,22,0,288,40,937,516,167,719,13,0,357,0,37,0,0,434,781,0,0,0,1,0,0
SUM1_12_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_23_86,0,24,0,0,0,0,0,0,0,0,0,0,323,186,0,0,0,0,0,0,0,0,0,0
SUM1_34_97,0,0,0,1097,9,0,0,0,302,70,325,419,166,793,0,373,25,0,0,0,0,0,0,0
SUM1_45_108,0,0,0,0,0,247,177,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_56_119,1,0,0,0,0,0,0,95,122,0,0,458,351,0,0,131,0,0,0,0,0,0,0,0
SUM1_67_130,0,0,0,0,0,0,0,0,320,0,64,0,0,219,0,0,0,547,0,0,0,0,0,0
SUM1_78_141,324,92,365,168,66,228,960,0,154,0,1,0,42,0,0,254,0,1,0,0,0,0,0,0
SUM1_89_152,898,465,2387,588,60,691,0,0,49,6,62,301,0,0,0,0,0,1,1,1,0,1,0,0
SUM1_100_163,1414,202,2415,387,17,206,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,3,0
SUM1_111_174,0,0,0,0,0,73,0,131,1,0,0,374,0,0,157,227,0,0,0,0,0,0,0,0
SUM1_122_185,0,0,0,0,0,0,41,0,0,0,200,0,0,6,0,82,127,0,486,0,1032,1,0,0
SUM1_133_196,0,126,0,340,3,0,66,121,786,9,564,366,0,116,125,0,0,1,0,0,0,0,0,0
SUM1_144_207,0,0,0,0,0,0,0,0,0,0,112,103,0,0,356,0,0,0,0,1,0,0,0,0
SUM1_155_218,709,111,624,337,294,742,131,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SUM1_166_229,705,57,498,142,178,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_177_240,1,0,0,0,48,897,477,0,720,0,89,123,0,283,644,1,0,1,0,0,233,0,0,0
SUM1_188_251,936,169,1055,169,123,140,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SUM1_199_262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0
SUM1_210_273,5,0,0,0,0,0,0,0,0,26,70,0,192,731,0,0,0,0,0,0,0,0,0,0
SUM1_221_284,496,58,1175,613,207,663,133,57,238,59,392,268,1,0,0,0,0,0,0,1,0,0,0,0
SUM1_232_295,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,43,0,0,0,0,0,0,0
SUM1_243_306,0,0,0,0,0,0,0,0,1,37,134,87,57,122,4,253,0,921,0,0,0,0,0,0
SUM1_254_317,531,88,0,1000,165,1554,214,59,175,55,8,41,0,0,0,0,0,1,0,0,1,0,0,0
SUM1_265_328,2308,422,1942,869,220,836,23,208,312,1,0,1,1,1,0,0,0,2,0,0,0,0,1,0
SUM1_276_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_287_350,778,21,1019,331,163,194,1295,202,128,56,458,0,9,0,0,0,0,6,0,0,1,0,0,0
SUM1_298_361,0,0,240,0,0,454,0,0,0,0,0,120,0,0,0,0,0,142,0,0,0,0,0,0
SUM1_309_372,435,105,724,183,6,386,107,0,78,0,0,1,0,0,0,116,0,0,0,0,0,0,1,1153
SUM1_320_383,228,37,8,36,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_331_394,1041,49,446,933,99,731,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SUM1_342_405,0,0,0,218,123,0,0,0,551,18,292,580,32,105,0,0,40,0,0,0,0,0,0,0
SUM1_353_416,0,1,0,0,0,0,1,336,99,143,0,0,414,684,0,414,0,113,439,0,0,0,0,0
SUM1_364_427,866,48,598,98,0,108,0,23,0,1,0,818,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_375_438,0,66,296,2,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_386_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0
SUM1_397_460,474,69,582,131,9,89,0,116,111,0,68,171,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_408_471,0,33,285,1,422,1046,0,0,539,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0
SUM1_419_482,0,0,203,0,0,0,0,655,0,17,0,0,0,399,0,78,267,0,0,0,0,0,0,0
SUM1_430_493,1244,48,227,1223,418,1088,727,204,216,7,709,46,13,2,0,0,0,2,1,0,0,0,2,0
SUM1_441_504,742,32,375,40,107,539,1,230,23,0,0,551,1,0,0,0,0,0,4,0,0,0,0,0
SUM1_452_515,307,10,122,70,43,384,190,192,156,0,18,194,1,169,110,0,704,1,1,156,0,0,0,0
SUM1_463_526,259,164,0,1048,197,94,1138,270,378,111,0,339,0,0,1,0,0,3,0,484,0,0,0,0
SUM1_474_537,0,18,215,119,102,390,0,315,249,57,0,0,86,276,0,0,0,0,0,0,0,0,0,0
SUM1_485_548,0,88,0,234,0,1,0,0,394,0,0,1114,55,240,505,1,8,2205,0,0,0,0,0,0
SUM1_496_559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_507_570,0,0,0,538,259,0,379,0,340,16,0,0,14,0,0,0,0,0,0,0,0,2,0,0
SUM1_518_581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_529_592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_540_603,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0
SUM1_551_614,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_562_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_573_636,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_584_647,654,69,61,1071,558,0,18,184,469,12,68,0,0,0,0,0,0,0,0,0,1,0,0,0
SUM1_595_658,469,242,1367,1,10,0,0,49,0,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SUM1_606_669,487,178,737,168,8,642,0,0,63,48,0,0,0,214,1,0,0,98,0,0,0,0,0,0
SUM1_617_680,686,25,0,761,63,309,808,36,168,0,3,777,233,177,726,89,0,2,1,0,0,0,0,0
SUM1_628_691,0,0,0,0,16,207,0,115,349,78,0,458,0,582,166,0,0,0,0,0,0,0,0,0
SUM1_639_702,0,20,0,0,0,0,0,17,0,0,178,0,284,0,0,0,0,0,0,0,0,0,0,0
SUM1_650_713,537,49,524,43,68,352,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_661_724,277,0,0,33,0,0,80,1,510,78,29,164,126,0,0,0,0,567,0,0,1523,0,0,0
SUM1_672_735,764,89,2737,172,3,745,19,944,1007,37,105,325,0,0,0,0,0,1,1,0,0,0,0,0
SUM1_683_746,0,0,0,0,0,0,0,0,0,0,316,0,0,0,72,0,64,0,0,0,0,0,0,0
SUM1_694_757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_705_768,0,0,0,0,0,0,0,0,20,46,0,0,19,119,276,166,0,0,0,0,0,0,0,0
SUM1_716_779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_727_790,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_738_801,82,40,1765,803,317,1030,299,100,0,15,3,301,29,261,141,321,1,0,0,0,3263,0,0,0
SUM1_749_812,0,0,0,0,71,0,177,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_760_823,0,0,0,0,0,0,0,0,163,88,0,63,0,68,0,0,694,372,0,0,0,0,1,0
SUM1_771_834,0,0,0,0,0,0,0,0,0,0,53,244,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_782_845,0,0,0,0,0,0,258,0,0,29,215,1011,451,0,802,206,1484,0,2823,0,0,0,0,1
SUM1_793_856,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
SUM1_804_867,228,0,0,0,112,0,171,714,50,116,1,138,234,848,625,1,0,980,0,0,406,0,0,0
SUM1_815_878,1,2,0,0,0,0,0,0,0,6,431,0,21,874,343,0,0,648,0,713,0,0,0,0
SUM1_826_889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_837_900,0,0,0,120,0,72,0,0,0,0,53,296,0,0,0,0,0,249,0,0,0,0,0,0
SUM1_848_911,0,0,0,0,0,0,943,0,194,0,23,0,62,228,74,0,0,5,20,0,0,0,0,0
SUM1_859_922,0,0,0,0,0,1,0,0,0,1,0,0,620,0,145,0,0,886,582,0,0,0,0,0
SUM1_870_933,0,0,0,274,0,0,0,314,1,17,4,743,234,969,0,629,41,379,85,0,2771,0,0,0
SUM1_881_944,0,0,0,45,0,0,550,0,331,9,0,138,379,577,1025,629,787,485,0,116,0,0,0,0
SUM1_892_955,0,0,0,0,89,62,0,0,42,0,0,0,169,745,45,102,248,0,0,0,0,0,0,0
SUM1_903_966,0,0,0,0,0,1,0,4,221,12,3,0,306,595,555,230,3392,2263,764,607,1618,1,0,1
SUM1_914_977,0,0,20,46,0,531,0,841,363,71,292,66,1,535,813,0,0,0,0,0,0,0,0,0
SUM1_925_988,57,0,0,0,23,1,466,34,1,34,1,209,47,990,0,2406,828,1,1,73,3257,0,0,2548
SUM1_936_999,0,0,0,0,0,0,1,2,0,105,517,877,670,1373,1039,675,3586,1276,150,5432,1763,4152,1,1
SUM1_947_1010,14,0,360,201,32,0,437,57,179,48,132,395,0,172,385,370,0,4,0,0,0,0,0,0
SUM1_958_1021,180,0,0,183,0,454,0,62,0,26,120,226,142,2,85,0,0,0,0,0,0,0,0,0
SUM1_969_1032,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0
SUM1_980_1043,0,0,0,1,0,0,0,140,1,0,205,0,929,1,173,0,0,2,755,0,1838,1,0,0
SUM1_991_1054,0,0,0,0,0,0,0,17,52,1,153,57,0,0,0,5,0,0,0,0,0,0,0,0
SUM1_999_1062,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_1_64,371,0,0,0,104,0,0,0,0,11,112,0,47,0,1,163,321,0,0,0,2,0,0,0
SWI4_12_75,0,0,58,378,0,125,426,531,631,37,720,550,3,652,138,98,24,540,0,0,623,1,0,0
SWI4_23_86,0,0,0,622,95,145,382,33,525,65,0,1262,482,0,400,1200,2203,452,0,1812,0,0,4877,0
SWI4_34_97,370,0,0,446,0,474,105,264,31,82,296,193,0,946,886,0,0,137,0,2,2724,1,0,0
SWI4_45_108,0,0,0,0,0,0,0,0,70,0,78,0,145,2028,0,481,0,0,676,0,523,0,0,0
SWI4_56_119,127,18,130,49,3,304,0,0,0,0,0,141,0,0,2,0,0,603,0,0,0,0,0,0
SWI4_67_130,0,0,0,818,0,0,0,184,0,0,0,675,250,0,0,252,0,913,1024,0,0,0,0,0
SWI4_78_141,0,0,0,0,0,64,0,0,0,0,0,0,120,0,0,0,0,0,84,0,0,0,0,0
SWI4_89_152,623,0,0,0,0,0,0,0,0,0,0,203,4,0,0,0,0,0,0,0,0,0,0,0
SWI4_100_163,0,0,1,2,0,0,3,0,1176,17,82,1,149,523,306,215,2715,1564,0,0,1543,1828,0,237
SWI4_111_174,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,324,0,0,0
SWI4_122_185,888,0,1064,377,250,810,176,1,365,66,0,13,0,0,0,0,0,0,2,0,0,0,0,0
SWI4_133_196,52,22,95,292,33,0,883,416,110,21,346,0,0,0,0,0,0,1,9,0,0,0,0,0
SWI4_144_207,863,14,2123,734,102,1410,204,6,547,17,0,66,0,0,0,0,1,0,0,0,0,0,0,0
SWI4_155_218,0,5,0,42,0,642,245,0,151,109,0,0,12,84,0,0,0,0,0,0,0,0,0,0
SWI4_166_229,1203,208,102,746,125,446,202,258,83,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SWI4_177_240,0,53,106,15,35,0,19,0,176,128,181,423,10,284,761,0,0,1039,0,0,0,0,0,0
SWI4_188_251,0,0,0,0,1,0,0,0,0,11,221,0,0,291,0,0,0,0,0,0,0,0,0,0
SWI4_199_262,0,0,0,0,0,0,0,19,0,0,0,0,77,595,314,0,0,749,0,0,0,0,0,0
SWI4_210_273,66,15,321,0,3,210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SWI4_221_284,70,19,0,538,16,0,21,0,67,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_232_295,0,0,0,53,0,0,71,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
SWI4_243_306,0,0,0,14,0,1,206,0,120,80,331,268,0,0,216,0,152,1468,0,0,0,0,0,0
SWI4_254_317,1,0,120,231,197,0,356,400,233,40,0,158,87,29,651,2,0,485,1,1,0,0,0,3
SWI4_265_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_276_339,114,0,1,0,28,1,100,0,40,168,756,436,51,241,532,577,624,430,57,591,0,0,0,0
SWI4_287_350,0,0,0,0,0,0,0,0,0,14,0,707,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_298_361,0,0,0,0,0,0,0,0,0,0,0,0,0,162,151,0,0,0,0,0,0,0,0,0
SWI4_309_372,47,39,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SWI4_320_383,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_331_394,0,0,0,402,0,231,491,0,0,35,284,0,0,0,75,1087,0,184,0,359,0,0,0,0
SWI4_342_405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_353_416,63,0,0,0,0,0,377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SWI4_364_427,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_375_438,22,0,0,327,21,1036,1,218,423,5,78,1097,390,921,272,264,6,0,0,0,0,0,1,0
SWI4_386_449,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,233,0,0,0,0,0,0
SWI4_397_460,0,14,439,376,1,1129,585,146,47,41,132,743,26,0,220,0,2,3,0,0,0,0,0,0
SWI4_408_471,0,23,0,110,294,1257,126,442,471,0,258,164,47,266,0,0,1,498,0,0,0,0,0,0
SWI4_419_482,0,3,0,538,22,0,90,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_430_493,0,0,133,0,15,30,0,158,336,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
SWI4_441_504,626,31,167,1077,84,294,0,98,0,39,380,0,0,0,0,0,0,0,0,0,0,1,1,0
SWI4_452_515,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_463_526,0,0,39,212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_474_537,0,0,0,0,0,67,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_485_548,1,0,0,0,0,1,0,54,170,62,156,679,145,509,759,843,1820,774,0,0,713,0,0,0
SWI4_496_559,0,0,0,0,0,0,0,0,0,0,1,465,1,662,1790,37,2,3302,155,0,1968,4656,267,0
SWI4_507_570,74,0,0,1,0,773,5,99,656,63,0,0,749,313,2283,711,2,3287,0,1210,287,3990,0,0
SWI4_518_581,0,0,0,1,0,0,0,0,0,0,0,0,804,0,633,65,241,306,5166,2096,1234,0,0,0
SWI4_529_592,0,0,1,0,99,0,0,0,140,0,0,2,243,0,84,124,328,1010,0,1134,926,0,0,0
SWI4_540_603,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2468,0,0,0,1190,2071,0,1750,0
SWI4_551_614,1,14,0,0,0,0,260,0,126,0,1,20,370,0,0,1,0,985,1,0,1,0,0,5414
SWI4_562_625,0,0,0,1,0,0,120,0,130,1,2,0,206,0,400,1,511,1698,407,0,0,0,0,2257
SWI4_573_636,155,0,0,0,0,0,0,0,0,0,0,0,1,156,0,0,3,465,352,0,0,0,0,1
SWI4_584_647,118,0,0,0,127,27,272,239,334,62,0,154,135,1180,465,0,1,879,0,0,0,0,0,0
SWI4_595_658,487,80,86,212,10,156,128,87,68,5,231,0,233,0,345,0,0,0,0,0,0,0,0,0
SWI4_606_669,0,0,0,70,28,434,749,422,292,34,18,137,48,352,719,437,149,2,0,0,0,0,1,0
SWI4_617_680,484,142,0,218,390,0,211,278,247,32,1187,756,443,192,251,1,0,1,0,0,0,0,0,0
SWI4_628_691,1,19,0,211,0,20,492,323,178,0,209,0,32,1123,67,113,0,358,0,178,0,0,0,0
SWI4_639_702,148,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_650_713,770,138,1385,1080,7,549,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SWI4_661_724,131,0,180,0,2,105,427,0,2,0,0,0,0,0,80,0,1,33,0,0,0,0,0,0
SWI4_672_735,0,32,95,86,0,291,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0
SWI4_683_746,511,31,0,325,125,604,37,0,0,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_694_757,422,118,938,380,219,251,84,175,185,78,218,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_705_768,0,0,0,0,0,373,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_716_779,0,31,0,0,0,92,0,23,41,10,0,0,56,0,0,0,0,0,0,0,0,0,0,0
SWI4_727_790,149,24,0,572,139,356,337,312,286,68,219,119,0,0,0,0,0,2,0,0,0,0,0,0
SWI4_738_801,615,196,431,535,176,499,83,77,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_749_812,0,1,138,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_760_823,63,11,437,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_771_834,316,104,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_782_845,328,38,61,625,303,464,103,304,0,10,52,0,0,0,35,409,0,0,0,0,0,0,0,0
SWI4_793_856,231,114,1599,44,83,192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SWI4_804_867,531,3,630,297,129,1662,157,130,9,0,90,0,0,1,0,0,0,0,0,0,1,1,0,0
SWI4_815_878,92,0,259,127,133,0,194,47,335,59,275,0,120,0,0,172,0,208,0,1,0,0,0,0
SWI4_826_889,1,0,0,0,0,1,0,235,0,0,0,330,293,1652,0,99,329,0,35,0,0,360,0,0
SWI4_837_900,592,82,103,76,0,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_848_911,972,107,1197,119,217,306,0,0,1,1,0,0,0,0,0,0,301,0,1,0,1,0,0,0
SWI4_859_922,367,91,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_870_933,452,126,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_881_944,319,26,118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWI4_892_955,1,0,0,41,0,172,801,161,459,35,0,345,158,0,691,1,557,3,1,0,0,1,0,1
SWI4_903_966,555,43,0,259,228,598,1231,214,1076,9,779,654,98,737,476,67,523,0,1,0,0,0,0,0
SWI4_914_977,2,102,0,0,202,0,349,0,0,92,0,123,1,0,0,0,0,1,0,0,0,0,0,0
SWI4_925_988,1150,298,1395,374,113,665,123,243,55,0,0,0,0,0,322,0,0,0,0,0,0,1,0,1
SWI4_936_999,441,257,1332,62,19,767,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
SWI4_947_1010,885,156,838,100,50,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,93,0,0
SWI4_958_1021,0,0,0,25,49,0,1,116,0,48,0,419,142,281,113,49,0,333,0,0,0,0,0,0
SWI4_969_1032,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0
